0	Farrah Fawcett... one less charlie's angel but one more angel for god
0	working late... real late
0	Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg
0	....I am being followed by 'trekkie shop', bitch I don't even like those kind of shows. 
0	good for miley..i'm still awake in te MIDNIGHT.. 
0	@ Safeway. Place is a nightmare right now. Bumming.
0	@alex11790 yes yes I am  its exhaustinggg
0	@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.
0	@AsianPersuazion what u got in mind for lunch? Cuz I'm hungry too!  need to get something eat..
0	@BAMbam_12 word  uggghh im doing well pretty anxious for this performance tonight.
0	@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU
0	@dearbhlaoconnor cliff was beautiful.. cheers for leavin me on my own.. got attacked and murdered. glad to know u have my back.  lol
0	@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye
0	@djincredible @untouchableTQ all these hungry people...and no one thought of me ...  i'm a loser...that settles it lol
0	@Dommm did comcast fail again??
0	@dressjunkie Jack (^) Has started sucking on his polo shirt collars. or any part of any t-shirt. VERY hard to crack this. Soul destroying 
0	@eagene very sad. 
0	@eblerim yes, VM is down for more than 10 days now  But you should be able to e-mail me at my work address
0	@ehasselbeck wtching the show 10:28am here...WA. topic is Farrah she was still alive...I just went online found she had already passed 
0	@emilyfannon Magners is my fave cider - think I picked the wrong time of year for sobriety... 
0	@Eric_Urbane Sounds like a rival is flagging your ads. Not much you can do about that though 
0	@FlyingAce75 Oh no!  She died.    I always thought she was such a lovely woman and a wonderful person.  You will be missed, Farrah.
0	@foxnews Pelosi should stay in China and never come back.
0	@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(
0	@frankferragine not bad here in Barrie yet... I am sure it is coming!! 
0	@gillieschick Your boyfriend misses you, too. 
0	@gronumbulator that's awful  were they still there when you got back, with their smug, guilty faces?
0	@heathermarie272 I was missing Jesse &lt;3  I have a lot this week. idk why, but it's a lot more than usual! 
0	@houstonbeauty yea,not til September 
0	@iaintnohomo  Banana will be playing later. BUT. Shell be playing with Caro.
0	@ignite_change I didn't get anything if u did 
0	@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil
0	@ims What is AT&amp;T fucking up?
0	@itsroomi  Hi girl! How are u? Oh u feel bad..  Why? Can i help u? ^^
0	@JapanNewbie woohoo I'm all for slack time.. I'm goin crazy at work 
0	@jdreiss oh yes but if GM dies it will only be worth more boo hahaha
0	@jocelynbrooks the last hoot I did if I remember correctly was in Nov. Of last Year! 
0	@juliejolie Maw is in brussels again 
0	@Karoli I firmly believe that Obama/Pelosi have ZERO desire to be civil.  It's a charade and a slogan, but they want to destroy conservatism
0	@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags
0	@kirstiealley I hate going to the dentist.. !!!
0	@kirstiealley my dentist is great but she's expensive...=(
0	@koolgirl37 read my tweet below 
0	@ladykatiejane Sorry you lost your watch  We know how strange it feels to not have one on!
0	@LatishaBechkos awe that's craapppy  hmm.. i'll tell you friday (; ??  omg i hate thunder haha !
0	@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.
0	@liiveguddiebadd im ok.. i been mad busy the past week and a half.. but im bac! lol n i was serious about that :-p cant be slackin 
0	@lillyluna She died?  I just read an article the other day saying she was going to marry the guy she's been with for like...ever...sad 
0	@LisaHopeCyrus yes he was such a jerk and so mean! I really thought we were friends!  goshh im so mad at him
0	@LorraineStanick i just found out about farrah fawcett too! my bf told me! so horrible  
0	@LovePaper oh no! that's my fear, i have no trust for the mail system. i'm always wondering...sorry for you 
0	@ludajuice Lebron is a Beast, but I'm still cheering 4 the A..til the end.
0	@MadisonMitchell god i wish i had your drive/determination. i've been telling myself for months i'd start working out but i havent 
0	@markhoppus  my girlfriend just dumped me, got anything cool 2 say 2 me? i've loved blink for years but not even &quot;down&quot; can stop the pain 
0	@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal
0	@mcdeezer. Aww shoot. Wonder if she tied the knot with Ryan O'Neal before she died. Sad 
0	@Midgley Haha Wish I Could! But Im In Edinburgh...  Lol! &lt;3 x
0	@mileycyrus please reply to me    
0	@Misfit86 Damn, that fucking sucks man...  
0	@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.
0	@morind45 Because the twitter api is slow and most client's aren't good.
0	@nitchxo I get pressure behind my left eye sometimes  hows your essay gone?
0	@Novablue ah honey.   so sorry you're sick.  xoxo.   ~slg
0	@officialmgnfox Sorry about your day  Hope it gets better
0	@pauldawalibi @nairapemberton What's wrong with Plain Jane? 
0	@PeterJDiLorenzo i know. rip girl 
0	@Pittstock $GM good riddance.  sad though.
0	@QuantTrader i own a GM car and it is junk as far as quality compared to a honda
0	@QueenInMyCity yeah you can't do that if u leave ur phone on... 
0	@rawkzee i think he asked her and she said yes, but they werent able to get married 
0	@rawnessjones If we were in their homeland though bbz, we'd just be plain perverted. RIP Farrah 
0	@rlangeles no.  I slept Ina lil.. But it still hurts.
0	@sekseemess no. I'm not itchy for now. Maybe later, lol.
0	@shelbytyszka hmm, that doesn't sound anywhere remotely close to california!! @one_call y are you trying to make me not like youuuuu?  ha
0	@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)
0	@sign4baby we have a suv and small hybrid- I love them both but hate filling up the suv  hybrid too small for business though
0	@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)
0	@sotwitty Not gonna happen today. 
0	@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit
0	@sportsguy33 Time Warner = epic fail
0	@sportsguy33 Ummm, having some Time Warner problems?
0	@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!
0	@stixizza where r u friend??? i miss u 
0	@swimmermag idkk my mom wants me home b/c my grandfather is here and we are getting ready for the party.. 
0	@teemwilliams tell her to pray for me too!! i have the same problem 
0	@toby_stevens Yep  http://news.bbc.co.uk/1/hi/entertainment/8118426.stm
0	@TuesdayBlues HAHA SHUT UP WENNA. IT'S MAKING ME MISS YOU EVEN MORE 
0	@veganboy     yikes. Luckily, I'm obsessed with those simply asia noodle bowls so I'll just stick to those.
0	@wwjpat am sure he'll get &quot;there&quot; in time... and yes  i miss Chris (old Adam) so much  he was very good n attractive 
0	#at&amp;t is complete fail.
0	#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb
0	#WFTB Joining a bit late. My connection was down (boo time warner)
0	#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!
0	1.24 am....finished my assignment...CE-LE-BRATE GOOD TIMES COME ON! now, study for my test....no sleep at all for me tonight! goody  
0	7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.
0	A Charlie's angel has gone to heaven.  RIP Farrah Fawcett 
0	aaawwww. Farrah died  r.i.p &lt;3333 you will be missed!!
0	ack- it's raining!  I guess that means I'm not hiking up Sleeping Giant today 
0	Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)
0	ahhhh i just fell 
0	All dressed up and ready for Graduands Dinner at college. Last ever 'formal' - sadface 
0	All repair people=the cable guy. They make you wait all day for them, making it impossible to get anything else done. so frustrating 
0	Already dreading being car-less tomorrow!!!  boo hoo
0	Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.
0	and I think it has a mind of its own,like it always ring when I'm taking a leak..jeez that makes whole thing embarrassingly musical 
0	and that should say habanero... the spanish n screwed it up 
0	annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.
0	apparently my M&amp;Ms are all gone... 
0	Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!
0	Arg. Twitter API is making me crazy.
0	argghhhh why won't  my jquery appear in safari bad safari !!!
0	arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me
0	As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al
0	At safeway on elkhorn, they move like they're dead!
0	Awwwl..Farrah Fawcett passed away. R..I.P. Kim remember when I would try to do my Farrah Fawcett flips in my hair?? Sad 
0	Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.
0	Back frpm sports and i´m so ill - that´s not good! I need a nurse to become healthy. It´s cold and all hurts...i hate it!!!!!! 
0	Been in Photoshop 2 days straight and finally finished a big $500 project! Feel so successful!  and tired lol.... got more to do tho 
0	Been so out of the Twitter loop these last few days 
0	Big lump in my throat from reading about Farrah Fawcett's passing...saddens me tremendously whenever someone loses a battle w/ cancer 
0	Blah, blah, blah same old same old. No plans today, going back to sleep I guess.
0	Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.
0	bonjour San Francisco. My back hurts from last night..
0	Can we just go ahead and blow North Korea off the map already?
0	cant sleep... my tooth is aching.
0	cheer---2-a-days  today and tomorrow..... 
0	Cheney and Bush are the real culprits - http://fwix.com/article/939496
0	Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly
0	Comcast sucks.
0	confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/
0	could time-warner cable suck more?  NO.
